name	type	country	admin_level
altaj|altay|altai	republic	rus|russian federation|ru|643	1
chelyabinsk|celjabinskaja oblast'|chelyabinskaya oblast'	administrative region	rus|russian federation|ru|643	1
altai krai|altayskiy kray|altajskij kraj	administrative territory	rus|russian federation|ru|643	1
saha|jakutija|yakutiya|sakha	republic	rus|russian federation|ru|643	1
primorye|primorsky krai|primorskij kraj|primorskiy kray	administrative territory	rus|russian federation|ru|643	1
habarovskij kraj|khabarovskiy kray|khabarovsk	administrative territory	rus|russian federation|ru|643	1
irkutskaya oblast'|irkutskaja oblast'|irkutsk oblast	administrative region	rus|russian federation|ru|643	1
evrejskaja avtonomnaja oblast'|jewish autonomous oblast|yevreyskaya avtonomnaya oblast'	autonomous region	rus|russian federation|ru|643	1
amurskaja oblast'|amur oblast|amurskaya oblast'	administrative region	rus|russian federation|ru|643	1
buryatiya|burjatija|buryatiya republic	republic	rus|russian federation|ru|643	1
sakhalin oblast|sakhalinskaya oblast'|sahalinskaja oblast'	administrative region	rus|russian federation|ru|643	1
magadan oblast|magadanskaja oblast'|magadanskaya oblast'	administrative region	rus|russian federation|ru|643	1
kamchatka|kamcatskij kraj|kamchatskiy kray	administrative territory	rus|russian federation|ru|643	1
cukotskij avtonomnyj okrug|chukotka|chukotskiy avtonomnyy okrug	autonomous district	rus|russian federation|ru|643	1
zabajkal'skij kraj|zabaykal'skiy kray|zabaykalskiy (transbaikal) kray	administrative territory	rus|russian federation|ru|643	1
sortaval'skiy rayon		rus|russian federation|ru|643	2
zvenigovskiy rayon		rus|russian federation|ru|643	2
zuyevskiy rayon		rus|russian federation|ru|643	2
zubtsovskiy rayon		rus|russian federation|ru|643	2
zubovo-polyanskiy rayon		rus|russian federation|ru|643	2
zol'skiy rayon		rus|russian federation|ru|643	2
zolotukhinskiy rayon		rus|russian federation|ru|643	2
znamenskiy rayon		rus|russian federation|ru|643	2
zilairskiy rayon		rus|russian federation|ru|643	2
zianchurinskiy rayon		rus|russian federation|ru|643	2
zhukovskiy rayon		rus|russian federation|ru|643	2
zhukovskiy rayon		rus|russian federation|ru|643	2
zhizdrinskiy rayon		rus|russian federation|ru|643	2
zhirnovskiy rayon		rus|russian federation|ru|643	2
zherdevsky district		rus|russian federation|ru|643	2
zheleznogorskiy rayon		rus|russian federation|ru|643	2
primorskiy rayon		rus|russian federation|ru|643	2
zernogradsky district		rus|russian federation|ru|643	2
zemetchinsky district		rus|russian federation|ru|643	2
zelenogradskiy gorodskoy okrug		rus|russian federation|ru|643	2
zelenodolsky district		rus|russian federation|ru|643	2
zelenchukskiy rayon		rus|russian federation|ru|643	2
zav'yalovskiy rayon		rus|russian federation|ru|643	2
zavolzhskiy rayon		rus|russian federation|ru|643	2
zavetinsky district		rus|russian federation|ru|643	2
gorodskoy okrug zaraysk		rus|russian federation|ru|643	2
zapadnodvinsky district		rus|russian federation|ru|643	2
zaokskiy rayon		rus|russian federation|ru|643	2
zakharovskiy rayon		rus|russian federation|ru|643	2
zainskiy rayon		rus|russian federation|ru|643	2
sergiyevo-posadskiy gorodskoy okrug		rus|russian federation|ru|643	2
zadonskiy rayon		rus|russian federation|ru|643	2
yuzhskiy rayon		rus|russian federation|ru|643	2
yus'vinskiy rayon		rus|russian federation|ru|643	2
yustinskiy rayon		rus|russian federation|ru|643	2
yur'yev-pol'skiy rayon		rus|russian federation|ru|643	2
yur'yevetskiy rayon		rus|russian federation|ru|643	2
yur'yanskiy rayon		rus|russian federation|ru|643	2
yurlinskiy rayon		rus|russian federation|ru|643	2
yurinskiy rayon		rus|russian federation|ru|643	2
yukhnovskiy rayon		rus|russian federation|ru|643	2
yukamensky district		rus|russian federation|ru|643	2
yeyskiy rayon		rus|russian federation|ru|643	2
yershovsky district		rus|russian federation|ru|643	2
yershichsky district		rus|russian federation|ru|643	2
yermishinsky district		rus|russian federation|ru|643	2
yermekeyevskiy rayon		rus|russian federation|ru|643	2
yenotayevskiy rayon		rus|russian federation|ru|643	2
yelninsky district		rus|russian federation|ru|643	2
yel'nikovskiy rayon		rus|russian federation|ru|643	2
yeletskiy rayon		rus|russian federation|ru|643	2
yelanskiy rayon		rus|russian federation|ru|643	2
yelabuzhskiy rayon		rus|russian federation|ru|643	2
yekaterinovsky district		rus|russian federation|ru|643	2
gorodskoy okrug yegor'yevsk		rus|russian federation|ru|643	2
yasnogorskiy rayon		rus|russian federation|ru|643	2
yasnensky district		rus|russian federation|ru|643	2
yashkul'skiy rayon		rus|russian federation|ru|643	2
yashaltinskiy rayon		rus|russian federation|ru|643	2
yartsevsky district		rus|russian federation|ru|643	2
yarsky district		rus|russian federation|ru|643	2
yaroslavskiy rayon		rus|russian federation|ru|643	2
yaranskiy rayon		rus|russian federation|ru|643	2
yantikovskiy rayon		rus|russian federation|ru|643	2
yanaul'skiy rayon		rus|russian federation|ru|643	2
yal'chikskiy rayon		rus|russian federation|ru|643	2
yakovlevskiy rayon		rus|russian federation|ru|643	2
yadrinskiy rayon		rus|russian federation|ru|643	2
vytegorskiy rayon		rus|russian federation|ru|643	2
vysokogorskiy rayon		rus|russian federation|ru|643	2
vyshnevolotskiy rayon		rus|russian federation|ru|643	2
vyselkovskiy rayon		rus|russian federation|ru|643	2
vygonichskiy rayon		rus|russian federation|ru|643	2
vyborgskiy rayon		rus|russian federation|ru|643	2
vyborgskiy rayon		rus|russian federation|ru|643	2
vyaznikovskiy rayon		rus|russian federation|ru|643	2
vyazemsky district		rus|russian federation|ru|643	2
vyatsko-polyanskiy rayon		rus|russian federation|ru|643	2
vurnarskiy rayon		rus|russian federation|ru|643	2
vsevolozhskiy rayon		rus|russian federation|ru|643	2
voznesenskiy rayon		rus|russian federation|ru|643	2
vozhegodskiy rayon		rus|russian federation|ru|643	2
voskresenskiy rayon		rus|russian federation|ru|643	2
gorodskoy okrug voskresensk		rus|russian federation|ru|643	2
voskresenskiy rayon		rus|russian federation|ru|643	2
vorotynskiy rayon		rus|russian federation|ru|643	2
severnyy administrativnyy okrug		rus|russian federation|ru|643	2
vorob'yevskiy rayon		rus|russian federation|ru|643	2
volzhskiy rayon		rus|russian federation|ru|643	2
volzhskiy rayon		rus|russian federation|ru|643	2
vol'skiy rayon		rus|russian federation|ru|643	2
volovsky district		rus|russian federation|ru|643	2
volovskiy rayon		rus|russian federation|ru|643	2
volotovskiy rayon		rus|russian federation|ru|643	2
volosovskiy rayon		rus|russian federation|ru|643	2
volokonovskiy rayon		rus|russian federation|ru|643	2
volokolamskiy gorodskoy okrug		rus|russian federation|ru|643	2
vologodskiy rayon		rus|russian federation|ru|643	2
volodarskiy rayon		rus|russian federation|ru|643	2
volodarskiy rayon		rus|russian federation|ru|643	2
volkhovskiy rayon		rus|russian federation|ru|643	2
vokhomskiy rayon		rus|russian federation|ru|643	2
vinogradovskiy rayon		rus|russian federation|ru|643	2
vilegodskiy rayon		rus|russian federation|ru|643	2
vichugskiy rayon		rus|russian federation|ru|643	2
veydelevskiy rayon		rus|russian federation|ru|643	2
vetluzhskiy rayon		rus|russian federation|ru|643	2
ves'yegonskiy rayon		rus|russian federation|ru|643	2
veshkaymsky district		rus|russian federation|ru|643	2
vesyolovsky district		rus|russian federation|ru|643	2
verkhovsky district		rus|russian federation|ru|643	2
verkhovazhskiy rayon		rus|russian federation|ru|643	2
verkhoshizhemskiy rayon		rus|russian federation|ru|643	2
verkhneuslonskiy rayon		rus|russian federation|ru|643	2
verkhneural'skiy rayon		rus|russian federation|ru|643	2
verkhnetoyemskiy rayon		rus|russian federation|ru|643	2
verkhnemamonskiy rayon		rus|russian federation|ru|643	2
verkhnelandekhovskiy rayon		rus|russian federation|ru|643	2
verkhnekhavskiy rayon		rus|russian federation|ru|643	2
verkhnekamskiy rayon		rus|russian federation|ru|643	2
verkhnedonskoy district		rus|russian federation|ru|643	2
venevskiy rayon		rus|russian federation|ru|643	2
vel'skiy rayon		rus|russian federation|ru|643	2
velizhsky district		rus|russian federation|ru|643	2
velikoustyugskiy rayon		rus|russian federation|ru|643	2
velikolukskiy rayon		rus|russian federation|ru|643	2
vedenskiy rayon		rus|russian federation|ru|643	2
vavozhsky district		rus|russian federation|ru|643	2
vasileostrovskiy rayon		rus|russian federation|ru|643	2
vashkinskiy rayon		rus|russian federation|ru|643	2
varnavinskiy rayon		rus|russian federation|ru|643	2
valuyskiy rayon		rus|russian federation|ru|643	2
valdayskiy rayon		rus|russian federation|ru|643	2
vadskiy rayon		rus|russian federation|ru|643	2
vadinsky district		rus|russian federation|ru|643	2
vachskiy rayon		rus|russian federation|ru|643	2
uzlovsky district		rus|russian federation|ru|643	2
uvinsky district		rus|russian federation|ru|643	2
usvyatsky district		rus|russian federation|ru|643	2
ustyuzhenskiy rayon		rus|russian federation|ru|643	2
ust'yanskiy rayon		rus|russian federation|ru|643	2
ust'-vymskiy rayon		rus|russian federation|ru|643	2
ust'-tsilemskiy rayon		rus|russian federation|ru|643	2
ust'-labinskiy rayon		rus|russian federation|ru|643	2
ust'-kulomskiy rayon		rus|russian federation|ru|643	2
ust'-kubinskiy rayon		rus|russian federation|ru|643	2
ust'-dzhegutinskiy rayon		rus|russian federation|ru|643	2
uspenskiy rayon		rus|russian federation|ru|643	2
usmanskiy rayon		rus|russian federation|ru|643	2
urzhumskiy rayon		rus|russian federation|ru|643	2
uryupinskiy rayon		rus|russian federation|ru|643	2
urvanskiy rayon		rus|russian federation|ru|643	2
urus-martanovskiy rayon		rus|russian federation|ru|643	2
urupskiy rayon		rus|russian federation|ru|643	2
urmarskiy rayon		rus|russian federation|ru|643	2
uritsky district		rus|russian federation|ru|643	2
urenskiy rayon		rus|russian federation|ru|643	2
untsukulsky district		rus|russian federation|ru|643	2
uninskiy rayon		rus|russian federation|ru|643	2
unechskiy rayon		rus|russian federation|ru|643	2
ulyanovskiy rayon		rus|russian federation|ru|643	2
ul'yanovskiy rayon		rus|russian federation|ru|643	2
ukholovsky district		rus|russian federation|ru|643	2
ugranskiy rayon		rus|russian federation|ru|643	2
uglichskiy rayon		rus|russian federation|ru|643	2
ufimskiy rayon		rus|russian federation|ru|643	2
udorskiy rayon		rus|russian federation|ru|643	2
udomel'skiy rayon		rus|russian federation|ru|643	2
uchalinskiy rayon		rus|russian federation|ru|643	2
tyulgansky district		rus|russian federation|ru|643	2
tuzhinskiy rayon		rus|russian federation|ru|643	2
tuymazinskiy rayon		rus|russian federation|ru|643	2
tutayevskiy rayon		rus|russian federation|ru|643	2
severo-zapadnyy administrativnyy okrug		rus|russian federation|ru|643	2
turkovsky district		rus|russian federation|ru|643	2
turkmensky district		rus|russian federation|ru|643	2
tukayevskiy rayon		rus|russian federation|ru|643	2
tuapsinskiy rayon		rus|russian federation|ru|643	2
tsuntinskiy rayon		rus|russian federation|ru|643	2
tsumadinskiy rayon		rus|russian federation|ru|643	2
tsivil'skiy rayon		rus|russian federation|ru|643	2
tsimlyansky district		rus|russian federation|ru|643	2
tsil'ninskiy rayon		rus|russian federation|ru|643	2
tselinnyy rayon		rus|russian federation|ru|643	2
trunovsky district		rus|russian federation|ru|643	2
trubchevskiy rayon		rus|russian federation|ru|643	2
troitsko-pechorskiy rayon		rus|russian federation|ru|643	2
totsky district		rus|russian federation|ru|643	2
totemskiy rayon		rus|russian federation|ru|643	2
tosnenskiy rayon		rus|russian federation|ru|643	2
torzhokskiy rayon		rus|russian federation|ru|643	2
toropetskiy rayon		rus|russian federation|ru|643	2
torbeyevskiy rayon		rus|russian federation|ru|643	2
tonshayevskiy rayon		rus|russian federation|ru|643	2
tonkinskiy rayon		rus|russian federation|ru|643	2
tokarevskiy rayon		rus|russian federation|ru|643	2
tlyaratinskiy rayon		rus|russian federation|ru|643	2
timskiy rayon		rus|russian federation|ru|643	2
timashevskiy rayon		rus|russian federation|ru|643	2
tikhvinskiy rayon		rus|russian federation|ru|643	2
tikhoretskiy rayon		rus|russian federation|ru|643	2
teykovskiy rayon		rus|russian federation|ru|643	2
teuchezhskiy rayon		rus|russian federation|ru|643	2
tetyushskiy rayon		rus|russian federation|ru|643	2
terskiy rayon		rus|russian federation|ru|643	2
terskiy rayon		rus|russian federation|ru|643	2
ternovskiy rayon		rus|russian federation|ru|643	2
teren'gul'skiy rayon		rus|russian federation|ru|643	2
terbunskiy rayon		rus|russian federation|ru|643	2
teplo-ogarevskiy rayon		rus|russian federation|ru|643	2
ten'gushevskiy rayon		rus|russian federation|ru|643	2
temruksky rayon		rus|russian federation|ru|643	2
temnikovskiy rayon		rus|russian federation|ru|643	2
tbilisskiy rayon		rus|russian federation|ru|643	2
tatyshlinskiy rayon		rus|russian federation|ru|643	2
tatsinsky district		rus|russian federation|ru|643	2
tashlinsky district		rus|russian federation|ru|643	2
tarusskiy rayon		rus|russian federation|ru|643	2
tarumovskiy rayon		rus|russian federation|ru|643	2
tarnogskiy rayon		rus|russian federation|ru|643	2
tambovsky district		rus|russian federation|ru|643	2
tamalinsky district		rus|russian federation|ru|643	2
talovskiy rayon		rus|russian federation|ru|643	2
taldomskiy gorodskoy okrug		rus|russian federation|ru|643	2
tabasaranskiy rayon		rus|russian federation|ru|643	2
syzransky district		rus|russian federation|ru|643	2
syumsinsky district		rus|russian federation|ru|643	2
sysol'skiy rayon		rus|russian federation|ru|643	2
syktyvdinskiy rayon		rus|russian federation|ru|643	2
syamzhenskiy rayon		rus|russian federation|ru|643	2
svetloyarskiy rayon		rus|russian federation|ru|643	2
svechinskiy rayon		rus|russian federation|ru|643	2
suzemskiy rayon		rus|russian federation|ru|643	2
suzdal'skiy rayon		rus|russian federation|ru|643	2
suvorovskiy rayon		rus|russian federation|ru|643	2
susaninskiy rayon		rus|russian federation|ru|643	2
sursky district		rus|russian federation|ru|643	2
surovikinskiy rayon		rus|russian federation|ru|643	2
surazhskiy rayon		rus|russian federation|ru|643	2
suoyarvskiy rayon		rus|russian federation|ru|643	2
sunzhensky rayon		rus|russian federation|ru|643	2
sunskiy rayon		rus|russian federation|ru|643	2
suleyman-stal'skiy rayon		rus|russian federation|ru|643	2
suksunsky district		rus|russian federation|ru|643	2
sukhinichskiy rayon		rus|russian federation|ru|643	2
sudzhanskiy rayon		rus|russian federation|ru|643	2
sudogodskiy rayon		rus|russian federation|ru|643	2
sudislavskiy rayon		rus|russian federation|ru|643	2
gorodskoy okrug stupino		rus|russian federation|ru|643	2
strugo-krasnenskiy rayon		rus|russian federation|ru|643	2
sterlitamakskiy rayon		rus|russian federation|ru|643	2
sterlibashevskiy rayon		rus|russian federation|ru|643	2
stepnovsky district		rus|russian federation|ru|643	2
starozhilovsky district		rus|russian federation|ru|643	2
staroshaygovskiy rayon		rus|russian federation|ru|643	2
starorusskiy rayon		rus|russian federation|ru|643	2
staropoltavskiy rayon		rus|russian federation|ru|643	2
starooskolsky urban okrug		rus|russian federation|ru|643	2
starominskiy rayon		rus|russian federation|ru|643	2
staromaynsky district		rus|russian federation|ru|643	2
starokulatkinskiy rayon		rus|russian federation|ru|643	2
starodubskiy rayon		rus|russian federation|ru|643	2
staritskiy rayon		rus|russian federation|ru|643	2
stanovlyanskiy rayon		rus|russian federation|ru|643	2
sredneakhtubinskiy rayon		rus|russian federation|ru|643	2
spirovskiy rayon		rus|russian federation|ru|643	2
spasskiy rayon		rus|russian federation|ru|643	2
spassky district		rus|russian federation|ru|643	2
spas-demenskiy rayon		rus|russian federation|ru|643	2
sovetskiy rayon		rus|russian federation|ru|643	2
sovetskiy rayon		rus|russian federation|ru|643	2
yuzhnyy administrativnyy okrug		rus|russian federation|ru|643	2
sovetskiy rayon		rus|russian federation|ru|643	2
sovetskiy rayon		rus|russian federation|ru|643	2
sovetsky district		rus|russian federation|ru|643	2
cherekskiy rayon		rus|russian federation|ru|643	2
shamilsky district		rus|russian federation|ru|643	2
sosnovskiy rayon		rus|russian federation|ru|643	2
sosnovsky district		rus|russian federation|ru|643	2
sosnovoborsky district		rus|russian federation|ru|643	2
sorochinsky district		rus|russian federation|ru|643	2
sonkovsky district		rus|russian federation|ru|643	2
zapadnyy administrativnyy okrug		rus|russian federation|ru|643	2
solntsevskiy rayon		rus|russian federation|ru|643	2
gorodskoy okrug solnechnogorsk		rus|russian federation|ru|643	2
sol-iletsky district		rus|russian federation|ru|643	2
solikamsky district		rus|russian federation|ru|643	2
soligalichskiy rayon		rus|russian federation|ru|643	2
soletskiy rayon		rus|russian federation|ru|643	2
sokol'skiy rayon		rus|russian federation|ru|643	2
sobinskiy rayon		rus|russian federation|ru|643	2
smolensky district		rus|russian federation|ru|643	2
slobodskoy rayon		rus|russian federation|ru|643	2
slavyansky rayon		rus|russian federation|ru|643	2
slavskiy gorodskoy okrug		rus|russian federation|ru|643	2
slantsevskiy rayon		rus|russian federation|ru|643	2
skopinsky district		rus|russian federation|ru|643	2
sivinsky district		rus|russian federation|ru|643	2
shuyskiy rayon		rus|russian federation|ru|643	2
shumyachsky district		rus|russian federation|ru|643	2
shumerlinskiy rayon		rus|russian federation|ru|643	2
shovgenovskiy rayon		rus|russian federation|ru|643	2
shimskiy rayon		rus|russian federation|ru|643	2
shilovsky district		rus|russian federation|ru|643	2
shigonsky district		rus|russian federation|ru|643	2
shentalinsky district		rus|russian federation|ru|643	2
shenkurskiy rayon		rus|russian federation|ru|643	2
shemysheysky district		rus|russian federation|ru|643	2
shemurshinskiy rayon		rus|russian federation|ru|643	2
shelkovskoy rayon		rus|russian federation|ru|643	2
sheksninskiy rayon		rus|russian federation|ru|643	2
shebekinskiy rayon		rus|russian federation|ru|643	2
shchigrovskiy rayon		rus|russian federation|ru|643	2
shcherbinovskiy rayon		rus|russian federation|ru|643	2
gorodskoy okrug shchelkovo		rus|russian federation|ru|643	2
gorodskoy okrug shatura		rus|russian federation|ru|643	2
shatsky district		rus|russian federation|ru|643	2
shatkovskiy rayon		rus|russian federation|ru|643	2
sharlyksky district		rus|russian federation|ru|643	2
sharkansky district		rus|russian federation|ru|643	2
shar'inskiy rayon		rus|russian federation|ru|643	2
sharanskiy rayon		rus|russian federation|ru|643	2
sharangskiy rayon		rus|russian federation|ru|643	2
shalinsky district		rus|russian federation|ru|643	2
shalinskiy rayon		rus|russian federation|ru|643	2
gorodskoy okrug shakhovskaya		rus|russian federation|ru|643	2
shabalinskiy rayon		rus|russian federation|ru|643	2
sevskiy rayon		rus|russian federation|ru|643	2
severskiy rayon		rus|russian federation|ru|643	2
sestroretskiy rayon		rus|russian federation|ru|643	2
gorodskoy okrug serpukhov		rus|russian federation|ru|643	2
sernurskiy rayon		rus|russian federation|ru|643	2
sergokalinskiy rayon		rus|russian federation|ru|643	2
sergiyevsky district		rus|russian federation|ru|643	2
sergachskiy rayon		rus|russian federation|ru|643	2
gorodskoy okrug serebryannyye prudy		rus|russian federation|ru|643	2
serdobsky district		rus|russian federation|ru|643	2
serafimovichskiy rayon		rus|russian federation|ru|643	2
sengileyevsky district		rus|russian federation|ru|643	2
semilukskiy rayon		rus|russian federation|ru|643	2
seltinsky district		rus|russian federation|ru|643	2
selizharovskiy rayon		rus|russian federation|ru|643	2
selivanovskiy rayon		rus|russian federation|ru|643	2
segezhskiy rayon		rus|russian federation|ru|643	2
sechenovskiy rayon		rus|russian federation|ru|643	2
sebezhskiy rayon		rus|russian federation|ru|643	2
savinskiy rayon		rus|russian federation|ru|643	2
satkinskiy rayon		rus|russian federation|ru|643	2
sasovsky district		rus|russian federation|ru|643	2
sarpinskiy rayon		rus|russian federation|ru|643	2
sarmanovskiy rayon		rus|russian federation|ru|643	2
sarayevsky district		rus|russian federation|ru|643	2
saratovskiy rayon		rus|russian federation|ru|643	2
sarapul'skiy rayon		rus|russian federation|ru|643	2
saraktashskiy rayon		rus|russian federation|ru|643	2
sapozhkovsky district		rus|russian federation|ru|643	2
sandovskiy rayon		rus|russian federation|ru|643	2
sanchurskiy rayon		rus|russian federation|ru|643	2
sampurskiy rayon		rus|russian federation|ru|643	2
samoylovsky district		rus|russian federation|ru|643	2
salavatskiy rayon		rus|russian federation|ru|643	2
sakmarsky district		rus|russian federation|ru|643	2
safonovskiy rayon		rus|russian federation|ru|643	2
sabinskiy rayon		rus|russian federation|ru|643	2
rzhevsky district		rus|russian federation|ru|643	2
rzhaksinsky district		rus|russian federation|ru|643	2
ryl'skiy rayon		rus|russian federation|ru|643	2
rybnovskiy rayon		rus|russian federation|ru|643	2
rybno-slobodskiy rayon		rus|russian federation|ru|643	2
rybinskiy rayon		rus|russian federation|ru|643	2
ryazhskiy rayon		rus|russian federation|ru|643	2
ryazanskiy rayon		rus|russian federation|ru|643	2
ruzskiy gorodskoy okrug		rus|russian federation|ru|643	2
ruzayevskiy rayon		rus|russian federation|ru|643	2
rutul'skiy rayon		rus|russian federation|ru|643	2
rudnyansky district		rus|russian federation|ru|643	2
rudnyanskiy rayon		rus|russian federation|ru|643	2
rtishchevsky district		rus|russian federation|ru|643	2
rovensky district		rus|russian federation|ru|643	2
roven'skiy rayon		rus|russian federation|ru|643	2
rostovskiy rayon		rus|russian federation|ru|643	2
rossoshanskiy rayon		rus|russian federation|ru|643	2
romodanovskiy rayon		rus|russian federation|ru|643	2
romanovsky district		rus|russian federation|ru|643	2
rognedinskiy rayon		rus|russian federation|ru|643	2
rodnikovskiy rayon		rus|russian federation|ru|643	2
rodionovo-nesvetaysky district		rus|russian federation|ru|643	2
rep'yevskiy rayon		rus|russian federation|ru|643	2
remontnensky district		rus|russian federation|ru|643	2
rasskazovskiy rayon		rus|russian federation|ru|643	2
ramonskiy rayon		rus|russian federation|ru|643	2
rameshkovskiy rayon		rus|russian federation|ru|643	2
ramenskiy gorodskoy okrug		rus|russian federation|ru|643	2
rakityanskiy rayon		rus|russian federation|ru|643	2
radishchevsky district		rus|russian federation|ru|643	2
pytalovskiy rayon		rus|russian federation|ru|643	2
pyshchugskiy rayon		rus|russian federation|ru|643	2
putyatinsky district		rus|russian federation|ru|643	2
pustoshkinskiy rayon		rus|russian federation|ru|643	2
pushkinskiy rayon		rus|russian federation|ru|643	2
pushkino-gorskiy rayon		rus|russian federation|ru|643	2
pudozhskiy rayon		rus|russian federation|ru|643	2
puchezhskiy rayon		rus|russian federation|ru|643	2
pskovskiy rayon		rus|russian federation|ru|643	2
pryazhinskiy rayon		rus|russian federation|ru|643	2
pronsky district		rus|russian federation|ru|643	2
prokhorovskiy rayon		rus|russian federation|ru|643	2
prokhladnenskiy rayon		rus|russian federation|ru|643	2
priyutnenskiy rayon		rus|russian federation|ru|643	2
privolzhskiy rayon		rus|russian federation|ru|643	2
privolzhsky district		rus|russian federation|ru|643	2
privolzhskiy rayon		rus|russian federation|ru|643	2
pristenskiy rayon		rus|russian federation|ru|643	2
ketchenerovskiy rayon		rus|russian federation|ru|643	2
prionezhskiy rayon		rus|russian federation|ru|643	2
primorsko-akhtarskiy rayon		rus|russian federation|ru|643	2
primorskiy rayon		rus|russian federation|ru|643	2
priluzskiy rayon		rus|russian federation|ru|643	2
prikubanskiy rayon		rus|russian federation|ru|643	2
prigorodnyy rayon		rus|russian federation|ru|643	2
predgorny district		rus|russian federation|ru|643	2
pravoberezhnyy rayon		rus|russian federation|ru|643	2
pravdinskiy gorodskoy okrug		rus|russian federation|ru|643	2
povorinskiy rayon		rus|russian federation|ru|643	2
poshekhonskiy rayon		rus|russian federation|ru|643	2
porkhovskiy rayon		rus|russian federation|ru|643	2
poretskiy rayon		rus|russian federation|ru|643	2
ponyrovskiy rayon		rus|russian federation|ru|643	2
ponomaryovsky district		rus|russian federation|ru|643	2
ponazyrevskiy rayon		rus|russian federation|ru|643	2
polesskiy gorodskoy okrug		rus|russian federation|ru|643	2
pokhvistnevsky district		rus|russian federation|ru|643	2
pogarskiy rayon		rus|russian federation|ru|643	2
kumylzhenskiy rayon		rus|russian federation|ru|643	2
podporozhskiy rayon		rus|russian federation|ru|643	2
podosinovskiy rayon		rus|russian federation|ru|643	2
podolsk urban okrug		rus|russian federation|ru|643	2
podgorenskiy rayon		rus|russian federation|ru|643	2
poddorskiy rayon		rus|russian federation|ru|643	2
pochinkovskiy rayon		rus|russian federation|ru|643	2
pochinkovsky district		rus|russian federation|ru|643	2
pochepskiy rayon		rus|russian federation|ru|643	2
plesetsky district		rus|russian federation|ru|643	2
plavsky district		rus|russian federation|ru|643	2
pizhanskiy rayon		rus|russian federation|ru|643	2
pitkyarantskiy rayon		rus|russian federation|ru|643	2
pitersky district		rus|russian federation|ru|643	2
pitelinsky district		rus|russian federation|ru|643	2
pinezhskiy rayon		rus|russian federation|ru|643	2
pil'ninskiy rayon		rus|russian federation|ru|643	2
pichayevsky district		rus|russian federation|ru|643	2
petushinskiy rayon		rus|russian federation|ru|643	2
petrovsky district		rus|russian federation|ru|643	2
petrovsky district		rus|russian federation|ru|643	2
petrovsky district		rus|russian federation|ru|643	2
petropavlovskiy rayon		rus|russian federation|ru|643	2
petrogradskiy rayon		rus|russian federation|ru|643	2
pestyakovskiy rayon		rus|russian federation|ru|643	2
pestrechinskiy rayon		rus|russian federation|ru|643	2
pestravsky district		rus|russian federation|ru|643	2
pestovskiy rayon		rus|russian federation|ru|643	2
peschanokopsky district		rus|russian federation|ru|643	2
pervomayskiy rayon		rus|russian federation|ru|643	2
pervomaysky district		rus|russian federation|ru|643	2
pervomaysky district		rus|russian federation|ru|643	2
perevozsky district		rus|russian federation|ru|643	2
pereslavskiy rayon		rus|russian federation|ru|643	2
peremyshl'skiy rayon		rus|russian federation|ru|643	2
perelyubsky district		rus|russian federation|ru|643	2
penzensky district		rus|russian federation|ru|643	2
penovskiy rayon		rus|russian federation|ru|643	2
pechorskiy rayon		rus|russian federation|ru|643	2
pechengskiy rayon		rus|russian federation|ru|643	2
pavlovskiy rayon		rus|russian federation|ru|643	2
pavlovskiy rayon		rus|russian federation|ru|643	2
pavlovskiy rayon		rus|russian federation|ru|643	2
pavlovskiy rayon		rus|russian federation|ru|643	2
pavlovo-posadskiy gorodskoy okrug		rus|russian federation|ru|643	2
pavinskiy rayon		rus|russian federation|ru|643	2
parfinskiy rayon		rus|russian federation|ru|643	2
parfen'yevskiy rayon		rus|russian federation|ru|643	2
paran'ginskiy rayon		rus|russian federation|ru|643	2
paninskiy rayon		rus|russian federation|ru|643	2
pallasovskiy rayon		rus|russian federation|ru|643	2
palkinskiy rayon		rus|russian federation|ru|643	2
palekhskiy rayon		rus|russian federation|ru|643	2
pachelmsky district		rus|russian federation|ru|643	2
ozinsky district		rus|russian federation|ru|643	2
ozyory urban okrug		rus|russian federation|ru|643	2
ozerskiy gorodskoy okrug		rus|russian federation|ru|643	2
otradnenskiy rayon		rus|russian federation|ru|643	2
ostrovskiy rayon		rus|russian federation|ru|643	2
ostrovskiy rayon		rus|russian federation|ru|643	2
ostrogozhskiy rayon		rus|russian federation|ru|643	2
ostashkovskiy rayon		rus|russian federation|ru|643	2
osinsky district		rus|russian federation|ru|643	2
orshanskiy rayon		rus|russian federation|ru|643	2
orichevskiy rayon		rus|russian federation|ru|643	2
orekhovo-zuyevskiy gorodskoy okrug		rus|russian federation|ru|643	2
ordinsky district		rus|russian federation|ru|643	2
opochetskiy rayon		rus|russian federation|ru|643	2
oparinskiy rayon		rus|russian federation|ru|643	2
onezhskiy rayon		rus|russian federation|ru|643	2
omutninskiy rayon		rus|russian federation|ru|643	2
olonetskiy rayon		rus|russian federation|ru|643	2
ol'khovskiy rayon		rus|russian federation|ru|643	2
ol'khovatskiy rayon		rus|russian federation|ru|643	2
oleninsky district		rus|russian federation|ru|643	2
okulovskiy rayon		rus|russian federation|ru|643	2
oktyabr'skiy rayon		rus|russian federation|ru|643	2
nurlatskiy rayon		rus|russian federation|ru|643	2
oktyabr'skiy rayon		rus|russian federation|ru|643	2
oktyabr'skiy rayon		rus|russian federation|ru|643	2
oktyabr'skiy rayon		rus|russian federation|ru|643	2
