Municipio de Yepocapa	GT.03.412				2	17004	91
Municipio de Villa Nueva	GT.07.115				2	17000	91
Municipio de Villa Canales	GT.07.116				2	17000	91
Municipio de Usumatlán	GT.22.1906				2	16985	91
Municipio de Uspantán	GT.14.1415				2	16993	91
Municipio de Tucurú	GT.01.1606				2	17006	91
Municipio de Totonicapán	GT.21.801				2	16986	91
Municipio de Todos Santos Cuchumatán	GT.08.1315				2	16999	91
Município de Tiquisate	GT.06.506				2	17001	91
Municipio de Tejutla	GT.17.1210				2	16990	91
Municipio de Teculután	GT.22.1905				2	16985	91
Municipio de Tectitán	GT.08.1321				2	16999	91
Municipio de Tecpán Guatemala	GT.03.406				2	17004	91
Municipio de Taxisco	GT.18.609				2	16989	91
Municipio de Tamahú	GT.01.1605				2	17006	91
Municipio de Tajumulco	GT.17.1209				2	16990	91
Municipio de Tactic	GT.01.1604				2	17006	91
Municipio de Tacaná	GT.17.1207				2	16990	91
Municipio de Sumpango	GT.16.304				2	16991	91
San Pedro Soloma	GT.08.1308				2	16999	91
Municipio de Sololá	GT.19.701				2	16988	91
Municipio de Siquinalá	GT.06.504				2	17001	91
Municipio de Sipacapa	GT.17.1226				2	16990	91
Municipio de Sibinal	GT.17.1208				2	16990	91
Municipio de Sibilia	GT.13.905				2	16994	91
Municipio de Senahú	GT.01.1608				2	17006	91
Municipio de Sayaxché	GT.12.1710				2	16995	91
Municipio de San Vicente Pacaya	GT.06.512				2	17001	91
Municipio de Santo Tomás La Unión	GT.20.1017				2	16987	91
Municipio de Santo Domingo Xenacoj	GT.16.305				2	16991	91
Municipio de Santo Domingo Suchitepéquez	GT.20.1006				2	16987	91
Municipio de Santiago Sacatepéquez	GT.16.306				2	16991	91
Municipio de Santiago Chimaltenango	GT.08.1330				2	16999	91
Municipio de Santiago Atitlán	GT.19.719				2	16988	91
Municipio de Santa Rosa de Lima	GT.18.603				2	16989	91
Municipio de Santa María Visitación	GT.19.703				2	16988	91
Municipio de Santa María Ixhuatán	GT.18.610				2	16989	91
Municipio de Santa María de Jesús	GT.16.311				2	16991	91
Municipio de Santa María Chiquimula	GT.21.806				2	16986	91
Municipio de Santa Lucía Utatlán	GT.19.704				2	16988	91
Municipio de Santa Lucía Milpas Altas	GT.16.309				2	16991	91
Municipio de Santa Lucía La Reforma	GT.21.807				2	16986	91
Municipio de Santa Lucía Cotzumalguapa	GT.06.502				2	17001	91
Municipio de Santa Eulalia	GT.08.1317				2	16999	91
Municipio de Santa Cruz Verapaz	GT.01.1602				2	17006	91
Municipio de Santa Cruz Naranjo	GT.18.612				2	16989	91
Municipio de Santa Cruz Muluá	GT.15.1103				2	16992	91
Municipio de Santa Cruz La Laguna	GT.19.714				2	16988	91
Municipio de Santa Cruz del Quiché	GT.14.1401				2	16993	91
Municipio de Santa Cruz Balanyá	GT.03.410				2	17004	91
Municipio de Santa Clara La Laguna	GT.19.707				2	16988	91
Municipio de Santa Catarina Pinula	GT.07.102				2	17000	91
Municipio de Santa Catarina Palopó	GT.19.711				2	16988	91
Municipio de Santa Catarina Mita	GT.11.2203				2	16996	91
Municipio de Santa Catarina Ixtahuacán	GT.19.706				2	16988	91
Municipio de Santa Catarina Barahona	GT.16.316				2	16991	91
Municipio de Santa Bárbara	GT.08.1310				2	16999	91
Municipio de Santa Bárbara	GT.20.1015				2	16987	91
Municipio de Santa Apolonia	GT.03.405				2	17004	91
Municipio de Santa Ana Huista	GT.08.1331				2	16999	91
Municipio de Santa Ana	GT.12.1707				2	16995	91
Municipio de San Sebastián Huehuetenango	GT.08.1320				2	16999	91
Municipio de San Sebastián Coatán	GT.08.1325				2	16999	91
Municipio de San Sebastián	GT.15.1102				2	16992	91
Municipio de Sansare	GT.05.207				2	17002	91
Municipio de San Raymundo	GT.07.111				2	17000	91
Municipio de San Rafael Pie de la Cuesta	GT.17.1211				2	16990	91
Municipio de San Rafael Petzal	GT.08.1328				2	16999	91
Municipio de San Rafael Las Flores	GT.18.605				2	16989	91
Municipio de San Rafael La Independencia	GT.08.1314				2	16999	91
Municipio de San Pedro Sacatepéquez	GT.17.1202				2	16990	91
Municipio de San Pedro Sacatepéquez	GT.07.109				2	17000	91
Municipio de San Pedro Pinula	GT.10.2102				2	16997	91
Municipio de San Pedro Necta	GT.08.1306				2	16999	91
Municipio de San Pedro La Laguna	GT.19.718				2	16988	91
Municipio de San Pedro Jocopilas	GT.14.1409				2	16993	91
Municipio de San Pedro Carchá	GT.01.1609				2	17006	91
Municipio de San Pedro Ayampuc	GT.07.107				2	17000	91
Municipio de San Pablo La Laguna	GT.19.715				2	16988	91
Municipio de San Pablo Jocopilas	GT.20.1009				2	16987	91
Municipio de San Pablo	GT.17.1219				2	16990	91
Municipio de San Miguel Sigüilá	GT.13.908				2	16994	91
Municipio de San Miguel Panán	GT.20.1011				2	16987	91
Municipio de San Miguel Ixtahuacán	GT.17.1205				2	16990	91
Municipio de San Miguel Dueñas	GT.16.313				2	16991	91
Municipio de San Miguel Chicaj	GT.02.1502				2	17005	91
Municipio de San Miguel Acatán	GT.08.1313				2	16999	91
Municipio de San Mateo Ixtatán	GT.08.1318				2	16999	91
Municipio de San Mateo	GT.13.910				2	16994	91
Municipio de San Martín Zapotitlán	GT.15.1104				2	16992	91
Municipio de San Martín Sacatepéquez	GT.13.912				2	16994	91
Municipio de San Martín Jilotepeque	GT.03.403				2	17004	91
Municipio de San Marcos La Laguna	GT.19.716				2	16988	91
Municipio de San Marcos	GT.17.1201				2	16990	91
Municipio de San Manuel Chaparrón	GT.10.2104				2	16997	91
Municipio de San Luis Jilotepeque	GT.10.2103				2	16997	91
Municipio de San Luis	GT.12.1709				2	16995	91
Municipio de San Lucas Tolimán	GT.19.713				2	16988	91
Municipio de San Lucas Sacatepéquez	GT.16.308				2	16991	91
Municipio de San Lorenzo	GT.17.1229				2	16990	91
Municipio de San Lorenzo	GT.20.1007				2	16987	91
Municipio de San Juan Tecuaco	GT.18.607				2	16989	91
Municipio de San Juan Sacatepéquez	GT.07.110				2	17000	91
Municipio de San Juan La Laguna	GT.19.717				2	16988	91
Municipio de San Juan Ixcoy	GT.08.1323				2	16999	91
Municipio de San Juan la Ermita	GT.04.2003				2	17003	91
Municipio de San Juan Cotzal	GT.14.1411				2	16993	91
Municipio de San Juan Chamelco	GT.01.1610				2	17006	91
Municipio de San Juan Bautista	GT.20.1016				2	16987	91
Municipio de San Juan Atitán	GT.08.1316				2	16999	91
Municipio de San José Poaquil	GT.03.402				2	17004	91
Municipio de San José Pinula	GT.07.103				2	17000	91
Municipio de San José Ojetenam	GT.17.1224				2	16990	91
Municipio de San José La Arada	GT.04.2002				2	17003	91
Municipio de San José El Ídolo	GT.20.1005				2	16987	91
Municipio de San José del Golfo	GT.07.104				2	17000	91
Municipio de San José Chacayá	GT.19.702				2	16988	91
Municipio de San José Acatempa	GT.11.2216				2	16996	91
Municipio de San José	GT.12.1702				2	16995	91
Municipio de San José	GT.06.509				2	17001	91
Municipio de San Jerónimo	GT.02.1507				2	17005	91
Municipio de San Jacinto	GT.04.2010				2	17003	91
Municipio de San Gaspar Ixchil	GT.08.1329				2	16999	91
Municipio de San Gabriel	GT.20.1012				2	16987	91
Municipio de San Francisco Zapotitlán	GT.20.1003				2	16987	91
Municipio de San Francisco La Unión	GT.13.918				2	16994	91
Municipio de San Francisco El Alto	GT.21.803				2	16986	91
Municipio de San Francisco	GT.12.1706				2	16995	91
Municipio de San Felipe	GT.15.1105				2	16992	91
Municipio de San Diego	GT.22.1908				2	16985	91
Municipio de San Cristóbal Verapaz	GT.01.1603				2	17006	91
Municipio de San Cristóbal Totonicapán	GT.21.802				2	16986	91
Municipio de San Cristóbal Cucho	GT.17.1225				2	16990	91
Municipio de San Cristóbal Acasaguastlán	GT.05.204				2	17002	91
Municipio de San Carlos Sija	GT.13.904				2	16994	91
Municipio de San Carlos Alzatate	GT.10.2105				2	16997	91
Municipio de San Bernardino	GT.20.1004				2	16987	91
Municipio de San Benito	GT.12.1703				2	16995	91
Municipio de San Bartolomé Milpas Altas	GT.16.307				2	16991	91
Municipio de San Bartolomé Jocotenango	GT.14.1417				2	16993	91
Municipio de San Bartolo Aguas Calientes	GT.21.808				2	16986	91
Municipio de Sanarate	GT.05.206				2	17002	91
Municipio de San Antonio Suchitepéquez	GT.20.1010				2	16987	91
Municipio de San Antonio Sacatepéquez	GT.17.1203				2	16990	91
Municipio de San Antonio Palopó	GT.19.712				2	16988	91
Municipio de San Antonio La Paz	GT.05.208				2	17002	91
Municipio de San Antonio Ilotenango	GT.14.1408				2	16993	91
Municipio de San Antonio Huista	GT.08.1324				2	16999	91
Municipio de San Antonio Aguas Calientes	GT.16.315				2	16991	91
Municipio de San Andrés Xecul	GT.21.804				2	16986	91
Municipio de San Andrés Villa Seca	GT.15.1106				2	16992	91
Municipio de San Andrés Semetabaj	GT.19.709				2	16988	91
Municipio de San Andrés Sajcabajá	GT.14.1414				2	16993	91
Municipio de San Andrés Itzapa	GT.03.413				2	17004	91
Municipio de San Andrés	GT.12.1704				2	16995	91
Municipio de San Agustín Acasaguastlán	GT.05.203				2	17002	91
Municipio de Samayac	GT.20.1008				2	16987	91
Municipio de Salcajá	GT.13.902				2	16994	91
Municipio de Salamá	GT.02.1501				2	17005	91
Municipio de Sacapulas	GT.14.1416				2	16993	91
Municipio de Río Hondo	GT.22.1903				2	16985	91
Municipio de Río Bravo	GT.20.1020				2	16987	91
Municipio de Río Blanco	GT.17.1228				2	16990	91
Municipio de Retalhuleu	GT.15.1101				2	16992	91
Municipio de Rabinal	GT.02.1503				2	17005	91
Municipio de Quezaltepeque	GT.04.2009				2	17003	91
Municipio de Quetzaltenango	GT.13.901				2	16994	91
Municipio de Quesada	GT.11.2217				2	16996	91
Municipio de Purulhá	GT.02.1508				2	17005	91
Municipio de Puerto Barrios	GT.09.1801				2	16998	91
Municipio de Pueblo Nuevo Viñas	GT.18.613				2	16989	91
Municipio de Pueblo Nuevo	GT.20.1019				2	16987	91
Municipio de Poptún	GT.12.1712				2	16995	91
Municipio de Pochuta	GT.03.408				2	17004	91
Municipio de Petapa	GT.07.117				2	17000	91
Municipio de Patzún	GT.03.407				2	17004	91
Municipio de Patzité	GT.14.1407				2	16993	91
Municipio de Patzicía	GT.03.409				2	17004	91
Municipio de Patulul	GT.20.1014				2	16987	91
Municipio de Pastores	GT.16.303				2	16991	91
Municipio de Pasaco	GT.11.2215				2	16996	91
Municipio de Parramos	GT.03.414				2	17004	91
Municipio de Panzós	GT.01.1607				2	17006	91
Municipio de Panajachel	GT.19.710				2	16988	91
Municipio de Palín	GT.06.511				2	17001	91
Municipio de Palestina de los Altos	GT.13.924				2	16994	91
Municipio de Palencia	GT.07.105				2	17000	91
Municipio de Pajapita	GT.17.1222				2	16990	91
Municipio de San Juan Ostuncalco	GT.13.909				2	16994	91
Municipio de Oratorio	GT.18.606				2	16989	91
Municipio de Olopa	GT.04.2006				2	17003	91
Municipio de Olintepeque	GT.13.903				2	16994	91
Municipio de Ocós	GT.17.1218				2	16990	91
Municipio de Nuevo San Carlos	GT.15.1108				2	16992	91
Municipio de Nuevo Progreso	GT.17.1212				2	16990	91
Municipio de Nueva Santa Rosa	GT.18.614				2	16989	91
Municipio de Nueva Concepción	GT.06.513				2	17001	91
Municipio de Nentón	GT.08.1305				2	16999	91
Municipio de Nebaj	GT.14.1413				2	16993	91
Municipio de Nahualá	GT.19.705				2	16988	91
Municipio de Moyuta	GT.11.2214				2	16996	91
Municipio de Morazán	GT.05.202				2	17002	91
Municipio de Morales	GT.09.1804				2	16998	91
Municipio de Monjas	GT.10.2106				2	16997	91
Municipio de Momostenango	GT.21.805				2	16986	91
Municipio de Mixco	GT.07.108				2	17000	91
Municipio de Melchor de Mencos	GT.12.1711				2	16995	91
Municipio de Mazatenango	GT.20.1001				2	16987	91
Municipio de Mataquescuintla	GT.10.2107				2	16997	91
Municipio de Masagua	GT.06.505				2	17001	91
Municipio de Malacatancito	GT.08.1303				2	16999	91
Municipio de Malacatán	GT.17.1215				2	16990	91
Municipio de Magdalena Milpas Altas	GT.16.310				2	16991	91
Municipio de Los Amates	GT.09.1805				2	16998	91
Municipio de Lívingston	GT.09.1802				2	16998	91
Municipio de La Unión	GT.22.1909				2	16985	91
Municipio de La Reforma	GT.17.1221				2	16990	91
Municipio de Lanquín	GT.01.1611				2	17006	91
Municipio de La Libertad	GT.12.1705				2	16995	91
Municipio de La Libertad	GT.08.1311				2	16999	91
Municipio de La Gomera	GT.06.507				2	17001	91
Municipio de La Esperanza	GT.13.923				2	16994	91
Municipio de La Democracia	GT.08.1312				2	16999	91
Municipio de La Democracia	GT.06.503				2	17001	91
Municipio de Jutiapa	GT.11.2201				2	16996	91
Municipio de Joyabaj	GT.14.1412				2	16993	91
Municipio de Jocotenango	GT.16.302				2	16991	91
Municipio de Jocotán	GT.04.2004				2	17003	91
Municipio de Jerez	GT.11.2208				2	16996	91
Municipio de Jalpatagua	GT.11.2212				2	16996	91
Municipio de Jalapa	GT.10.2101				2	16997	91
Municipio de Jacaltenango	GT.08.1307				2	16999	91
Municipio de Iztapa	GT.06.510				2	17001	91
San Ildefonso Ixtahuacán	GT.08.1309				2	16999	91
Municipio de Ixchiguán	GT.17.1223				2	16990	91
Municipio de Ipala	GT.04.2011				2	17003	91
Municipio de Huité	GT.22.1910				2	16985	91
Municipio de Huitán	GT.13.915				2	16994	91
Municipio de Huehuetenango	GT.08.1301				2	16999	91
Municipio de Guazacapán	GT.18.611				2	16989	91
Municipio de Guatemala	GT.07.101				2	17000	91
Municipio de Guanagazapa	GT.06.508				2	17001	91
Municipio de Gualán	GT.22.1904				2	16985	91
Municipio de Granados	GT.02.1505				2	17005	91
Municipio de Génova	GT.13.921				2	16994	91
Municipio de Fraijanes	GT.07.113				2	17000	91
Municipio de Flores Costa Cuca	GT.13.922				2	16994	91
Municipio de Flores	GT.12.1701				2	16995	91
Municipio de Estanzuela	GT.22.1902				2	16985	91
Municipio de Esquipulas Palo Gordo	GT.17.1227				2	16990	91
Municipio de Esquipulas	GT.04.2007				2	17003	91
Municipio de Escuintla	GT.06.501				2	17001	91
Municipio de El Tumbador	GT.17.1213				2	16990	91
Municipio de El Tejar	GT.03.416				2	17004	91
Municipio de El Rodeo	GT.17.1214				2	16990	91
Municipio de El Quetzal	GT.17.1220				2	16990	91
Municipio de El Progreso	GT.11.2202				2	16996	91
Municipio de El Palmar	GT.13.919				2	16994	91
Municipio de El Jícaro	GT.05.205				2	17002	91
Municipio de El Estor	GT.09.1803				2	16998	91
Municipio de El Chol	GT.02.1506				2	17005	91
Municipio de El Asintal	GT.15.1109				2	16992	91
Municipio de El Adelanto	GT.11.2209				2	16996	91
Municipio de Dolores	GT.12.1708				2	16995	91
Municipio de Cuyotenango	GT.20.1002				2	16987	91
Municipio de Cunén	GT.14.1410				2	16993	91
Municipio de Cuilco	GT.08.1304				2	16999	91
Municipio de Cuilapa	GT.18.601				2	16989	91
Municipio de Cubulco	GT.02.1504				2	17005	91
Municipio de Conguaco	GT.11.2213				2	16996	91
Municipio de Concepción Tutuapa	GT.17.1206				2	16990	91
Municipio de Concepción Las Minas	GT.04.2008				2	17003	91
Municipio de Concepción Chiquirichapa	GT.13.911				2	16994	91
Municipio de Concepción Huista	GT.08.1322				2	16999	91
Municipio de Concepción	GT.19.708				2	16988	91
Municipio de Comitancillo	GT.17.1204				2	16990	91
Municipio de Comapa	GT.11.2211				2	16996	91
Municipio de Comalapa	GT.03.404				2	17004	91
Municipio de Colotenango	GT.08.1319				2	16999	91
Municipio de Colomba	GT.13.917				2	16994	91
Municipio de Cobán	GT.01.1601				2	17006	91
Municipio de Coatepeque	GT.13.920				2	16994	91
Municipio de Ciudad Vieja	GT.16.312				2	16991	91
Municipio de Chuarrancho	GT.07.112				2	17000	91
Municipio de Chisec	GT.01.1613				2	17006	91
Municipio de Chiquimulilla	GT.18.608				2	16989	91
Municipio de Chiquimula	GT.04.2001				2	17003	91
Municipio de Chinique	GT.14.1403				2	16993	91
Municipio de Chinautla	GT.07.106				2	17000	91
Municipio de Chimaltenango	GT.03.401				2	17004	91
Municipio de Chichicastenango	GT.14.1406				2	16993	91
Municipio de Chiché	GT.14.1402				2	16993	91
Municipio de Chicacao	GT.20.1013				2	16987	91
Municipio de Chiantla	GT.08.1302				2	16999	91
Municipio de Champerico	GT.15.1107				2	16992	91
Municipio de Chajul	GT.14.1405				2	16993	91
Municipio de Chahal	GT.01.1614				2	17006	91
Municipio de Catarina	GT.17.1216				2	16990	91
Municipio de Casillas	GT.18.604				2	16989	91
Municipio de Cantel	GT.13.914				2	16994	91
Municipio de Canillá	GT.14.1418				2	16993	91
Municipio de Camotán	GT.04.2005				2	17003	91
Municipio de Cajolá	GT.13.907				2	16994	91
Municipio de Cahabón	GT.01.1612				2	17006	91
Municipio de Cabricán	GT.13.906				2	16994	91
Municipio de Cabañas	GT.22.1907				2	16985	91
Municipio de Barillas	GT.08.1326				2	16999	91
Municipio de Barberena	GT.18.602				2	16989	91
Municipio de Ayutla	GT.17.1217				2	16990	91
Municipio de Atescatempa	GT.11.2207				2	16996	91
Municipio de Asunción Mita	GT.11.2205				2	16996	91
Municipio de Antigua Guatemala	GT.16.301				2	16991	91
Municipio de Amatitlán	GT.07.114				2	17000	91
Municipio de Alotenango	GT.16.314				2	16991	91
Municipio de Almolonga	GT.13.913				2	16994	91
Municipio de Aguacatán	GT.08.1327				2	16999	91
Municipio de Agua Blanca	GT.11.2204				2	16996	91
Municipio de Acatenango	GT.03.411				2	17004	91
Municipio de Fray Bartolome de las Casas	GT.01.1615				2	17006	91
Municipio de Ixcan	GT.14.1420				2	16993	91
Municipio de Chicaman	GT.14.1419				2	16993	91
Raxruhá	GT.01.1617				2	17006	91
Municipio de Zacualpa	GT.14.1404				2	16993	91
Municipio de Pachalum	GT.14.1421				2	16993	91
Santa Catarina La Tinta	GT.01.1616				2	17006	91
Municipio de Guastatoya	GT.05.201				2	17002	91
Las Cruces	GT.12.1713				2	16995	91
Municipio de Unión Cantinil	GT.08.1332				2	16999	91
La Máquina	GT.20.1021				2	16987	91
Municipio de La Blanca	GT.17.1230				2	16990	91
Municipio de San Jorge	GT.22.1911				2	16985	91
Municipio de El Chal	GT.12.1714				2	16995	91
Sipacate	GT.06.514				2	17001	91
Petatán	GT.08.1333				2	16999	91
Sao Domingos	GW.06.7909700				2	17370	93
Cacheu	GW.06.7909702	GW-CA	REGION	Cacheu Sector	2	17370	93
Bedanda	GW.07.7909706				2	17366	93
Fulacunda	GW.02.7909708				2	17367	93
Buba	GW.02.7909709				2	17367	93
Bubaque	GW.05.7909710				2	17371	93
Quebo	GW.07.7909713				2	17366	93
Cacine	GW.07.7911001				2	17366	93
Caravela	GW.05.7911005				2	17371	93
Bigene Sector	GW.06.7932380				2	17370	93
Prabis Sector	GW.12.8335038				2	17373	93
Quinhamel Sector	GW.12.8335043				2	17373	93
Mansaba Sector	GW.04.8335049				2	17368	93
Bissora Sector	GW.04.8335050				2	17368	93
Nhacra Sector	GW.04.8335051				2	17368	93
Farim Sector	GW.04.8335052				2	17368	93
Sonaco Sector	GW.10.8335053				2	17369	93
Xitole Sector	GW.01.8335054				2	17374	93
Caio Sector	GW.06.8335055				2	17370	93
Canchungo Sector	GW.06.8335068				2	17370	93
Bula	GW.06.8335069				2	17370	93
Mansoa	GW.04.8335070				2	17368	93
Gamamundo Sector	GW.01.8335071				2	17374	93
Galomaro Sector	GW.01.8335072				2	17374	93
Bafatá	GW.01.8335074	GW-BA	REGION	Bafata Sector	2	17374	93
Gabú	GW.10.8335075	GW-GA	REGION	Gabu Sector	2	17369	93
Contuboel Sector	GW.01.8335076				2	17374	93
Empada	GW.02.10376583				2	17367	93
Tite	GW.02.10376960				2	17367	93
Bambadinca	GW.01.11995994				2	17374	93
Bolama / Bijagós	GW.05.11995995	GW-BL	REGION	Bolama	2	17371	93
Safim	GW.12.11995996				2	17373	93
Pirada	GW.10.11995997				2	17369	93
Pitche	GW.10.11995998				2	17369	93
Boe	GW.10.11995999				2	17369	93
Uno	GW.05.11996000				2	17371	93
Catio	GW.07.11996001				2	17366	93
Komo	GW.07.11996002				2	17366	93
Sector Autonomo de Bissau	GW.11.11996003				2	17372	93
Yuscarán	HN.07.0701				2	17456	97
Yoro	HN.18.1801				2	17445	97
Yorito	HN.18.1811				2	17445	97
Yocón	HN.15.1522				2	17448	97
Yauyupe	HN.07.0718				2	17456	97
Yarula	HN.12.1219				2	17451	97
Yamaranguila	HN.10.1016				2	17453	97
Wampusirpi	HN.09.0906				2	17454	97
Virginia	HN.13.1327				2	17450	97
Villanueva	HN.06.0511				2	17457	97
Villa de San Francisco	HN.08.0827				2	17455	97
Villa de San Antonio	HN.04.0319				2	17459	97
Victoria	HN.18.1810				2	17445	97
Veracruz	HN.05.0423				2	17458	97
Valle de Ángeles	HN.08.0826				2	17455	97
Valladolid	HN.13.1326				2	17450	97
Vado Ancho	HN.07.0717				2	17456	97
Utila	HN.11.1104				2	17452	97
Trujillo	HN.03.0201				2	17460	97
Trinidad de Copán	HN.05.0422				2	17458	97
Trinidad	HN.16.1626				2	17447	97
Tomalá	HN.13.1325				2	17450	97
Tocoa	HN.03.0209				2	17460	97
Municipio de Texiguat	HN.07.0716				2	17456	97
Teupasenti	HN.07.0715				2	17456	97
Tela	HN.01.0107				2	17462	97
Tatumbla	HN.08.0825				2	17455	97
Tambla	HN.13.1324				2	17450	97
Talgua	HN.13.1323				2	17450	97
Talanga	HN.08.0824				2	17455	97
Sulaco	HN.18.1809				2	17445	97
Sonaguera	HN.03.0208				2	17460	97
Soledad	HN.07.0714				2	17456	97
Sinuapa	HN.14.1416				2	17449	97
Silca	HN.15.1521				2	17448	97
Siguatepeque	HN.04.0318				2	17459	97
Sensenti	HN.14.1415				2	17449	97
Municipio de Sabá	HN.03.0205				2	17460	97
San Vicente Centenario	HN.16.1625				2	17447	97
Santiago Puringla	HN.12.1218				2	17451	97
Santa Rosa de Copán	HN.05.0401				2	17458	97
Santa Rosa de Aguán	HN.03.0207				2	17460	97
Santa Rita	HN.18.1808				2	17445	97
Santa Rita	HN.05.0421				2	17458	97
Santa Rita	HN.16.1624				2	17447	97
Santa María del Real	HN.15.1520				2	17448	97
Santa María	HN.12.1217				2	17451	97
Santa Lucía	HN.08.0823				2	17455	97
Santa Lucía	HN.10.1015				2	17453	97
Santa Fe	HN.03.0206				2	17460	97
Santa Fe	HN.14.1414				2	17449	97
Santa Elena	HN.12.1216				2	17451	97
Santa Cruz de Yojoa	HN.06.0510				2	17457	97
Santa Cruz	HN.13.1322				2	17450	97
Santa Bárbara	HN.16.1601				2	17447	97
Santa Ana de Yusguare	HN.02.0616				2	17461	97
Santa Ana	HN.12.1215				2	17451	97
Santa Ana	HN.08.0822				2	17455	97
San Sebastián	HN.13.1321				2	17450	97
San Sebastián	HN.04.0317				2	17459	97
San Rafael	HN.13.1320				2	17450	97
San Pedro Zacapa	HN.16.1623				2	17447	97
San Pedro Sula	HN.06.0501				2	17457	97
San Pedro de Tutule	HN.12.1214				2	17451	97
San Pedro de Copán	HN.05.0420				2	17458	97
San Nicolás	HN.05.0419				2	17458	97
San Nicolás	HN.16.1622				2	17447	97
San Miguelito	HN.10.1014				2	17453	97
San Miguelito	HN.08.0821				2	17455	97
San Matías	HN.07.0713				2	17456	97
San Marcos de la Sierra	HN.10.1013				2	17453	97
San Marcos de Colón	HN.02.0615				2	17461	97
San Marcos	HN.16.1621				2	17447	97
San Marcos	HN.14.1413				2	17449	97
San Manuel Colohete	HN.13.1319				2	17450	97
San Manuel	HN.06.0509				2	17457	97
San Luis	HN.16.1620				2	17447	97
San Luis	HN.04.0316				2	17459	97
San Lucas	HN.07.0712				2	17456	97
San Lorenzo	HN.17.1709				2	17446	97
San Juan Guarita	HN.13.1318				2	17450	97
San Juan de Opoa	HN.05.0418				2	17458	97
San Juan de Flores	HN.08.0820				2	17455	97
San Juan	HN.10.1012				2	17453	97
San Juan	HN.12.1213				2	17451	97
San José del Potrero	HN.04.0315				2	17459	97
San José	HN.05.0417				2	17458	97
San José de Comayagua	HN.04.0314				2	17459	97
San José de Colinas	HN.16.1619				2	17447	97
San José	HN.12.1212				2	17451	97
San José	HN.02.0614				2	17461	97
San Jorge	HN.14.1412				2	17449	97
San Jerónimo	HN.05.0416				2	17458	97
San Jerónimo	HN.04.0313				2	17459	97
San Isidro	HN.10.1011				2	17453	97
San Isidro	HN.02.0613				2	17461	97
San Ignacio	HN.08.0819				2	17455	97
San Francisco de Yojoa	HN.06.0508				2	17457	97
San Francisco de Ojuera	HN.16.1618				2	17447	97
San Francisco del Valle	HN.14.1411				2	17449	97
Municipio de San Francisco de La Paz	HN.15.1519				2	17448	97
San Francisco de Coray	HN.17.1708				2	17446	97
San Francisco de Becerra	HN.15.1518				2	17448	97
San Francisco	HN.01.0106				2	17462	97
San Francisco	HN.13.1317				2	17450	97
San Fernando	HN.14.1410				2	17449	97
San Esteban	HN.15.1517				2	17448	97
San Buenaventura	HN.08.0818				2	17455	97
San Antonio de Oriente	HN.08.0817				2	17455	97
San Antonio del Norte	HN.12.1211				2	17451	97
San Antonio de Flores	HN.07.0711				2	17456	97
San Antonio de Flores	HN.02.0612				2	17461	97
San Antonio de Cortés	HN.06.0507				2	17457	97
San Antonio	HN.05.0415				2	17458	97
San Antonio	HN.10.1010				2	17453	97
San Andrés	HN.13.1316				2	17450	97
San Agustín	HN.05.0414				2	17458	97
Salamá	HN.15.1516				2	17448	97
Sabanagrande	HN.08.0816				2	17455	97
Roatán	HN.11.1101				2	17452	97
Reitoca	HN.08.0815				2	17455	97
Quimistán	HN.16.1617				2	17447	97
Puerto Lempira	HN.09.0901				2	17454	97
Protección	HN.16.1616				2	17447	97
Potrerillos	HN.06.0505				2	17457	97
Potrerillos	HN.07.0710				2	17456	97
Piraera	HN.13.1315				2	17450	97
Pimienta	HN.06.0504				2	17457	97
Petoa	HN.16.1615				2	17447	97
Pespire	HN.02.0611				2	17461	97
Oropolí	HN.07.0709				2	17456	97
Orocuina	HN.02.0610				2	17461	97
Orica	HN.08.0814				2	17455	97
Opatoro	HN.12.1210				2	17451	97
Omoa	HN.06.0503				2	17457	97
Olanchito	HN.18.1807				2	17445	97
Ojos de Agua	HN.04.0312				2	17459	97
Ojojona	HN.08.0813				2	17455	97
Nuevo Celilac	HN.16.1614				2	17447	97
Nueva Ocotepeque	HN.14.1401				2	17449	97
Nueva Armenia	HN.08.0812				2	17455	97
Nueva Arcadia	HN.05.0413				2	17458	97
Naranjito	HN.16.1613				2	17447	97
Namasigüe	HN.02.0609				2	17461	97
Nacaome	HN.17.1701				2	17446	97
Morolica	HN.02.0608				2	17461	97
Morocelí	HN.07.0708				2	17456	97
Morazán	HN.18.1806				2	17445	97
Minas de Oro	HN.04.0311				2	17459	97
Mercedes de Oriente	HN.12.1209				2	17451	97
Mercedes	HN.14.1409				2	17449	97
Meámbar	HN.04.0310				2	17459	97
Masaguara	HN.10.1009				2	17453	97
Marcovia	HN.02.0607				2	17461	97
Marcala	HN.12.1208				2	17451	97
Marale	HN.08.0811				2	17455	97
Maraita	HN.08.0810				2	17455	97
Mapulaca	HN.13.1314				2	17450	97
Manto	HN.15.1515				2	17448	97
Mangulile	HN.15.1514				2	17448	97
Magdalena	HN.10.1008				2	17453	97
Macuelizo	HN.16.1612				2	17447	97
Lucerna	HN.14.1408				2	17449	97
Liure	HN.07.0707				2	17456	97
Limón	HN.03.0204				2	17460	97
Lepaterique	HN.08.0809				2	17455	97
Lepaera	HN.13.1313				2	17450	97
Lejamaní	HN.04.0309				2	17459	97
La Virtud	HN.13.1312				2	17450	97
La Venta	HN.08.0808				2	17455	97
